     istep   total_energy_diff     max_eigval_diff      max_delta_diff                 miu
      6196    4.6302390316E-16    2.3242519021E-13    9.2267230661E-10   -4.7388832387E-01
      6197    6.9453585473E-16    2.3231416790E-13    9.2247044205E-10   -4.7388832387E-01
      6198    9.2604780631E-16    2.3231416790E-13    9.2226869457E-10   -4.7388832387E-01
      6199    8.1029183052E-16    2.3225865675E-13    9.2206689072E-10   -4.7388832387E-01
      6200    3.8199472010E-15    2.3225865675E-13    9.2186520050E-10   -4.7388832387E-01
      6201    2.4308754916E-15    2.3209212330E-13    9.2166358486E-10   -4.7388832387E-01
      6202    3.8199472010E-15    2.3203661215E-13    9.2146197964E-10   -4.7388832387E-01
      6203    5.7877987894E-16    2.3203661215E-13    9.2126043426E-10   -4.7388832387E-01
      6204    2.3151195158E-15    2.3192558984E-13    9.2105887761E-10   -4.7388832387E-01
      6205    3.4726792737E-16    2.3192558984E-13    9.2085743284E-10   -4.7388832387E-01
      6206    1.7363396368E-15    2.3170354524E-13    9.2065598027E-10   -4.7388832387E-01
      6207    1.3890717095E-15    2.3220314560E-13    9.2045460056E-10   -4.7388832387E-01
      6208    1.8520956126E-15    2.3198110100E-13    9.2025322692E-10   -4.7388832387E-01
      6209    5.7877987894E-16    2.3198110100E-13    9.2005197037E-10   -4.7388832387E-01
      6210    8.1029183052E-16    2.3170354524E-13    9.1985066179E-10   -4.7388832387E-01
      6211    2.4308754916E-15    2.3159252294E-13    9.1964953881E-10   -4.7388832387E-01
      6212    1.8520956126E-15    2.3159252294E-13    9.1944833604E-10   -4.7388832387E-01
      6213    3.4726792737E-16    2.3148150063E-13    9.1924719919E-10   -4.7388832387E-01
      6214    3.4726792737E-15    2.3148150063E-13    9.1904610745E-10   -4.7388832387E-01
      6215    4.6302390316E-16    2.3153701179E-13    9.1884506514E-10   -4.7388832387E-01
      6216    2.6623874431E-15    2.3142598948E-13    9.1864409395E-10   -4.7388832387E-01
      6217    3.8199472010E-15    2.3131496718E-13    9.1844315139E-10   -4.7388832387E-01
      6218    1.8520956126E-15    2.3114843373E-13    9.1824228950E-10   -4.7388832387E-01
      6219    2.8938993947E-15    2.3098190027E-13    9.1804138597E-10   -4.7388832387E-01
      6220    1.8520956126E-15    2.3131496718E-13    9.1784056397E-10   -4.7388832387E-01
      6221    4.3987270800E-15    2.3103741142E-13    9.1763980355E-10   -4.7388832387E-01
      6222    1.5048276853E-15    2.3103741142E-13    9.1743911947E-10   -4.7388832387E-01
      6223    1.7363396368E-15    2.3087087797E-13    9.1723836946E-10   -4.7388832387E-01
      6224    2.3151195158E-16    2.3109292258E-13    9.1703775736E-10   -4.7388832387E-01
      6225    5.7877987894E-16    2.3087087797E-13    9.1683711057E-10   -4.7388832387E-01
      6226    2.5466314674E-15    2.3087087797E-13    9.1663665200E-10   -4.7388832387E-01
      6227    9.2604780631E-16    2.3098190027E-13    9.1643609888E-10   -4.7388832387E-01
      6228    4.5144830558E-15    2.3081536682E-13    9.1623559694E-10   -4.7388832387E-01
      6229    1.1575597579E-16    2.3070434452E-13    9.1603524419E-10   -4.7388832387E-01
      6230    3.4726792737E-16    2.3059332221E-13    9.1583485500E-10   -4.7388832387E-01
      6231    1.6205836610E-15    2.3070434452E-13    9.1563452653E-10   -4.7388832387E-01
      6232    1.6205836610E-15    2.3042678876E-13    9.1543416163E-10   -4.7388832387E-01
      6233    3.4726792737E-15    2.3037127761E-13    9.1523402312E-10   -4.7388832387E-01
      6234    1.2733157337E-15    2.3037127761E-13    9.1503375363E-10   -4.7388832387E-01
      6235    1.1575597579E-16    2.3037127761E-13    9.1483364634E-10   -4.7388832386E-01
      6236    1.3890717095E-15    2.3037127761E-13    9.1463346185E-10   -4.7388832386E-01
      6237    2.0836075642E-15    2.3026025531E-13    9.1443351155E-10   -4.7388832386E-01
      6238    1.7363396368E-15    2.3037127761E-13    9.1423339212E-10   -4.7388832386E-01
      6239    1.8520956126E-15    2.3003821070E-13    9.1403340365E-10   -4.7388832386E-01
      6240    8.1029183052E-16    2.3014923300E-13    9.1383349238E-10   -4.7388832386E-01
      6241    2.4308754916E-15    2.3014923300E-13    9.1363355943E-10   -4.7388832386E-01
      6242    2.5466314674E-15    2.3026025531E-13    9.1343374271E-10   -4.7388832386E-01
      6243    4.0514591526E-15    2.2998269955E-13    9.1323395287E-10   -4.7388832386E-01
      6244    4.3987270800E-15    2.3031576646E-13    9.1303423329E-10   -4.7388832386E-01
      6245    1.7363396368E-15    2.2976065495E-13    9.1283444865E-10   -4.7388832386E-01
      6246    2.3151195158E-16    2.2981616610E-13    9.1263478892E-10   -4.7388832386E-01
      6247    1.1575597579E-16    2.2998269955E-13    9.1243512312E-10   -4.7388832386E-01
      6248    4.6302390316E-16    2.2964963264E-13    9.1223554492E-10   -4.7388832386E-01
      6249    3.4726792737E-16    2.2959412149E-13    9.1203600401E-10   -4.7388832386E-01
      6250    3.5884352495E-15    2.2959412149E-13    9.1183648826E-10   -4.7388832386E-01
      6251    1.6205836610E-15    2.2953861034E-13    9.1163709828E-10   -4.7388832386E-01
      6252    4.0514591526E-15    2.2948309919E-13    9.1143764324E-10   -4.7388832386E-01
      6253    6.9453585473E-16    2.2964963264E-13    9.1123832265E-10   -4.7388832386E-01
      6254    4.6302390316E-16    2.2937207689E-13    9.1103890664E-10   -4.7388832386E-01
      6255    2.7781434189E-15    2.2931656574E-13    9.1083964069E-10   -4.7388832386E-01
      6256    4.6302390316E-16    2.2915003228E-13    9.1064044153E-10   -4.7388832386E-01
      6257    1.6205836610E-15    2.2926105459E-13    9.1044120420E-10   -4.7388832386E-01
      6258    1.0418037821E-15    2.2903900998E-13    9.1024208830E-10   -4.7388832386E-01
      6259    3.4726792737E-16    2.2926105459E-13    9.1004296373E-10   -4.7388832386E-01
      6260    2.3151195158E-16    2.2937207689E-13    9.0984392676E-10   -4.7388832386E-01
      6261    3.3569232979E-15    2.2903900998E-13    9.0964485683E-10   -4.7388832386E-01
      6262    2.0836075642E-15    2.2898349883E-13    9.0944592048E-10   -4.7388832386E-01
      6263    1.9678515884E-15    2.2909452113E-13    9.0924694423E-10   -4.7388832386E-01
      6264    3.3569232979E-15    2.2892798768E-13    9.0904810242E-10   -4.7388832386E-01
      6265    5.7877987894E-16    2.2887247653E-13    9.0884925367E-10   -4.7388832386E-01
      6266    2.8938993947E-15    2.2903900998E-13    9.0865040145E-10   -4.7388832386E-01
      6267    1.1575597579E-16    2.2892798768E-13    9.0845168280E-10   -4.7388832386E-01
      6268    1.6205836610E-15    2.2848389847E-13    9.0825293553E-10   -4.7388832386E-01
      6269    1.0418037821E-15    2.2870594307E-13    9.0805430102E-10   -4.7388832386E-01
      6270    1.7363396368E-15    2.2887247653E-13    9.0785559105E-10   -4.7388832386E-01
      6271    2.0836075642E-15    2.2876145422E-13    9.0765705282E-10   -4.7388832386E-01
      6272    1.1575597579E-16    2.2870594307E-13    9.0745854147E-10   -4.7388832386E-01
      6273    1.5048276853E-15    2.2848389847E-13    9.0725997808E-10   -4.7388832386E-01
      6274    1.3890717095E-15    2.2853940962E-13    9.0706160031E-10   -4.7388832386E-01
      6275    9.2604780631E-16    2.2831736501E-13    9.0686312106E-10   -4.7388832386E-01
      6276    5.7877987894E-16    2.2837287617E-13    9.0666474762E-10   -4.7388832386E-01
      6277    4.2829711042E-15    2.2826185386E-13    9.0646648954E-10   -4.7388832386E-01
      6278    5.7877987894E-16    2.2803980926E-13    9.0626815254E-10   -4.7388832386E-01
      6279    2.5466314674E-15    2.2820634271E-13    9.0606991961E-10   -4.7388832386E-01
      6280    6.9453585473E-16    2.2803980926E-13    9.0587176562E-10   -4.7388832386E-01
      6281    1.1575597579E-15    2.2798429811E-13    9.0567356045E-10   -4.7388832386E-01
      6282    1.6205836610E-15    2.2803980926E-13    9.0547547151E-10   -4.7388832386E-01
      6283    1.6205836610E-15    2.2815083156E-13    9.0527741813E-10   -4.7388832386E-01
      6284    9.2604780631E-16    2.2809532041E-13    9.0507936996E-10   -4.7388832386E-01
      6285    1.0418037821E-15    2.2787327580E-13    9.0488141806E-10   -4.7388832386E-01
      6286    1.3890717095E-15    2.2781776465E-13    9.0468346963E-10   -4.7388832386E-01
      6287    5.7877987894E-16    2.2770674235E-13    9.0448556370E-10   -4.7388832386E-01
      6288    1.9678515884E-15    2.2776225350E-13    9.0428769594E-10   -4.7388832386E-01
      6289    1.5048276853E-15    2.2759572005E-13    9.0408995655E-10   -4.7388832386E-01
      6290    1.0418037821E-15    2.2754020890E-13    9.0389213041E-10   -4.7388832386E-01
      6291    2.1993635400E-15    2.2770674235E-13    9.0369446475E-10   -4.7388832386E-01
      6292    1.6205836610E-15    2.2754020890E-13    9.0349671494E-10   -4.7388832386E-01
      6293    1.6205836610E-15    2.2748469775E-13    9.0329913254E-10   -4.7388832386E-01
      6294    1.0418037821E-15    2.2731816429E-13    9.0310155448E-10   -4.7388832386E-01
      6295    9.2604780631E-16    2.2742918659E-13    9.0290399289E-10   -4.7388832386E-01
      6296    2.6623874431E-15    2.2726265314E-13    9.0270651197E-10   -4.7388832386E-01
      6297    3.1254113463E-15    2.2754020890E-13    9.0250897641E-10   -4.7388832386E-01
      6298    1.1575597579E-15    2.2731816429E-13    9.0231162299E-10   -4.7388832386E-01
      6299    2.3151195158E-16    2.2726265314E-13    9.0211423314E-10   -4.7388832386E-01
      6300    1.6205836610E-15    2.2715163084E-13    9.0191691702E-10   -4.7388832386E-01
      6301    2.7781434189E-15    2.2709611969E-13    9.0171962692E-10   -4.7388832386E-01
      6302    3.4726792737E-16    2.2709611969E-13    9.0152238973E-10   -4.7388832385E-01
      6303    2.1993635400E-15    2.2698509738E-13    9.0132515427E-10   -4.7388832385E-01
      6304    1.6205836610E-15    2.2692958623E-13    9.0112803504E-10   -4.7388832385E-01
      6305    3.2411673221E-15    2.2687407508E-13    9.0093090193E-10   -4.7388832385E-01
      6306    1.5048276853E-15    2.2681856393E-13    9.0073379484E-10   -4.7388832385E-01
      6307    3.4726792737E-16    2.2681856393E-13    9.0053675801E-10   -4.7388832385E-01
      6308    9.2604780631E-16    2.2698509738E-13    9.0033982960E-10   -4.7388832385E-01
      6309    2.6623874431E-15    2.2676305278E-13    9.0014285348E-10   -4.7388832385E-01
      6310    2.5466314674E-15    2.2659651933E-13    8.9994601181E-10   -4.7388832385E-01
      6311    5.7877987894E-16    2.2648549702E-13    8.9974909381E-10   -4.7388832385E-01
      6312    2.8938993947E-15    2.2659651933E-13    8.9955229376E-10   -4.7388832385E-01
      6313    2.6623874431E-15    2.2648549702E-13    8.9935558653E-10   -4.7388832385E-01
      6314    5.7877987894E-16    2.2659651933E-13    8.9915879516E-10   -4.7388832385E-01
      6315    5.7877987894E-16    2.2631896357E-13    8.9896211048E-10   -4.7388832385E-01
      6316    1.6205836610E-15    2.2631896357E-13    8.9876543707E-10   -4.7388832385E-01
      6317    5.7877987894E-16    2.2620794127E-13    8.9856889637E-10   -4.7388832385E-01
      6318    8.1029183052E-16    2.2620794127E-13    8.9837227414E-10   -4.7388832385E-01
      6319    1.2733157337E-15    2.2631896357E-13    8.9817588523E-10   -4.7388832385E-01
      6320    3.3569232979E-15    2.2609691896E-13    8.9797931938E-10   -4.7388832385E-01
      6321    6.9453585473E-16    2.2615243012E-13    8.9778288710E-10   -4.7388832385E-01
      6322    4.9775069589E-15    2.2593038551E-13    8.9758658839E-10   -4.7388832385E-01
      6323    2.3151195158E-16    2.2593038551E-13    8.9739015351E-10   -4.7388832385E-01
      6324    1.5048276853E-15    2.2604140781E-13    8.9719392592E-10   -4.7388832385E-01
      6325    0.0000000000E+00    2.2593038551E-13    8.9699761681E-10   -4.7388832385E-01
      6326    2.3151195158E-15    2.2587487436E-13    8.9680145254E-10   -4.7388832385E-01
      6327    3.2411673221E-15    2.2576385206E-13    8.9660526746E-10   -4.7388832385E-01
      6328    5.7877987894E-16    2.2576385206E-13    8.9640911013E-10   -4.7388832385E-01
      6329    1.3890717095E-15    2.2570834091E-13    8.9621307164E-10   -4.7388832385E-01
      6330    3.9357031768E-15    2.2570834091E-13    8.9601701406E-10   -4.7388832385E-01
      6331    4.6302390316E-16    2.2548629630E-13    8.9582100158E-10   -4.7388832385E-01
      6332    1.2733157337E-15    2.2581936321E-13    8.9562510359E-10   -4.7388832385E-01
      6333    2.3151195158E-15    2.2559731860E-13    8.9542916051E-10   -4.7388832385E-01
      6334    0.0000000000E+00    2.2531976285E-13    8.9523327206E-10   -4.7388832385E-01
      6335    2.3151195158E-16    2.2531976285E-13    8.9503746949E-10   -4.7388832385E-01
      6336    5.9035547652E-15    2.2543078515E-13    8.9484166778E-10   -4.7388832385E-01
      6337    9.2604780631E-16    2.2526425170E-13    8.9464589816E-10   -4.7388832385E-01
      6338    1.1575597579E-15    2.2520874055E-13    8.9445025865E-10   -4.7388832385E-01
      6339    5.7877987894E-16    2.2509771824E-13    8.9425459312E-10   -4.7388832385E-01
      6340    1.1575597579E-15    2.2520874055E-13    8.9405900825E-10   -4.7388832385E-01
      6341    3.2411673221E-15    2.2504220709E-13    8.9386339563E-10   -4.7388832385E-01
      6342    9.2604780631E-16    2.2493118479E-13    8.9366785326E-10   -4.7388832385E-01
      6343    1.1575597579E-16    2.2504220709E-13    8.9347240630E-10   -4.7388832385E-01
      6344    2.6623874431E-15    2.2531976285E-13    8.9327694026E-10   -4.7388832385E-01
      6345    4.6302390316E-16    2.2476465134E-13    8.9308157831E-10   -4.7388832385E-01
      6346    1.5048276853E-15    2.2498669594E-13    8.9288622156E-10   -4.7388832385E-01
      6347    1.9678515884E-15    2.2504220709E-13    8.9269089083E-10   -4.7388832385E-01
      6348    9.2604780631E-16    2.2487567364E-13    8.9249560953E-10   -4.7388832385E-01
      6349    8.1029183052E-16    2.2470914018E-13    8.9230039677E-10   -4.7388832385E-01
      6350    2.5466314674E-15    2.2470914018E-13    8.9210516838E-10   -4.7388832385E-01
      6351    4.5144830558E-15    2.2459811788E-13    8.9191012562E-10   -4.7388832385E-01
      6352    1.3890717095E-15    2.2443158443E-13    8.9171494928E-10   -4.7388832385E-01
      6353    1.2733157337E-15    2.2459811788E-13    8.9151990564E-10   -4.7388832385E-01
      6354    1.5048276853E-15    2.2465362903E-13    8.9132492272E-10   -4.7388832385E-01
      6355    2.8938993947E-15    2.2448709558E-13    8.9112994501E-10   -4.7388832385E-01
      6356    2.1993635400E-15    2.2448709558E-13    8.9093498724E-10   -4.7388832385E-01
      6357    2.5466314674E-15    2.2437607328E-13    8.9074015958E-10   -4.7388832385E-01
      6358    1.5048276853E-15    2.2432056213E-13    8.9054525646E-10   -4.7388832385E-01
      6359    2.3151195158E-16    2.2420953982E-13    8.9035045482E-10   -4.7388832385E-01
      6360    1.1575597579E-15    2.2432056213E-13    8.9015574599E-10   -4.7388832385E-01
      6361    1.7363396368E-15    2.2415402867E-13    8.8996098858E-10   -4.7388832385E-01
      6362    2.4308754916E-15    2.2409851752E-13    8.8976634741E-10   -4.7388832385E-01
      6363    2.1993635400E-15    2.2382096176E-13    8.8957170796E-10   -4.7388832385E-01
      6364    3.4726792737E-16    2.2398749522E-13    8.8937710235E-10   -4.7388832385E-01
      6365    4.5144830558E-15    2.2382096176E-13    8.8918260342E-10   -4.7388832385E-01
      6366    4.6302390316E-16    2.2393198407E-13    8.8898805678E-10   -4.7388832385E-01
      6367    2.5466314674E-15    2.2365442831E-13    8.8879359254E-10   -4.7388832385E-01
      6368    9.2604780631E-16    2.2393198407E-13    8.8859920637E-10   -4.7388832385E-01
      6369    1.1575597579E-16    2.2370993946E-13    8.8840481065E-10   -4.7388832385E-01
      6370    6.5980906200E-15    2.2376545061E-13    8.8821050948E-10   -4.7388832385E-01
      6371    1.8520956126E-15    2.2348789486E-13    8.8801621091E-10   -4.7388832384E-01
      6372    1.0418037821E-15    2.2354340601E-13    8.8782199561E-10   -4.7388832384E-01
      6373    2.3151195158E-16    2.2354340601E-13    8.8762769530E-10   -4.7388832384E-01
      6374    4.0514591526E-15    2.2332136140E-13    8.8743362745E-10   -4.7388832384E-01
      6375    2.4308754916E-15    2.2337687255E-13    8.8723943296E-10   -4.7388832384E-01
      6376    2.3151195158E-16    2.2343238371E-13    8.8704543103E-10   -4.7388832384E-01
      6377    2.0836075642E-15    2.2343238371E-13    8.8685132155E-10   -4.7388832384E-01
      6378    3.4726792737E-16    2.2326585025E-13    8.8665735084E-10   -4.7388832384E-01
      6379    2.8938993947E-15    2.2321033910E-13    8.8646344518E-10   -4.7388832384E-01
      6380    1.3890717095E-15    2.2309931680E-13    8.8626949876E-10   -4.7388832384E-01
