 istep =  100001
     ik     ic     iv              Real              Imag               Abs
    390      1      1  -5.926071172E-03  -6.327793682E-04   5.959759162E-03
    391      1      1  -6.326045456E-03  -7.434319720E-04   6.369579437E-03
    392      1      1  -6.736024331E-03  -7.505170586E-04   6.777706075E-03
    393      1      1  -7.159391420E-03  -7.493967592E-04   7.198505470E-03
    394      1      1  -7.559544718E-03  -7.952248436E-04   7.601256402E-03
    395      1      1  -7.981161952E-03  -9.110179555E-04   8.032988225E-03
    396      1      1  -8.459981157E-03  -9.385911009E-04   8.511887830E-03
    397      1      1  -8.997836435E-03  -1.001318418E-03   9.053380533E-03
    398      1      1  -9.703029728E-03  -1.054147084E-03   9.760123564E-03
    399      1      1  -1.051018575E-02  -1.108953247E-03   1.056852789E-02
    400      1      1  -1.143256995E-02  -1.278448478E-03   1.150382920E-02
    401      1      1  -1.251201241E-02  -1.413701359E-03   1.259162444E-02
    402      1      1  -1.378120374E-02  -1.593546958E-03   1.387303025E-02
    403      1      1  -1.531109095E-02  -1.708564213E-03   1.540612533E-02
    404      1      1  -1.720962725E-02  -1.962461854E-03   1.732115835E-02
    405      1      1  -1.951551025E-02  -2.167350388E-03   1.963549205E-02
    406      1      1  -2.234215296E-02  -2.508481929E-03   2.248253279E-02
    407      1      1  -2.582942735E-02  -2.895944274E-03   2.599126411E-02
    408      1      1  -3.029553251E-02  -3.578240508E-03   3.050611570E-02
    409      1      1  -3.577564418E-02  -4.161638586E-03   3.601688426E-02
    410      1      1  -4.240582728E-02  -4.909318342E-03   4.268905707E-02
    411      1      1  -5.027222989E-02  -5.511342215E-03   5.057343167E-02
    412      1      1  -5.935322193E-02  -6.211492221E-03   5.967736245E-02
    413      1      1  -6.941087307E-02  -7.399907518E-03   6.980421141E-02
    414      1      1  -8.019282743E-02  -8.343591121E-03   8.062570982E-02
    415      1      1  -9.076778660E-02  -9.208924095E-03   9.123374029E-02
    416      1      1  -1.001537108E-01  -9.957520865E-03   1.006474938E-01
    417      1      1  -1.073730336E-01  -1.069829133E-02   1.079046885E-01
    418      1      1  -1.110587013E-01  -1.080814809E-02   1.115833822E-01
    419      1      1  -1.114419161E-01  -1.085475781E-02   1.119693102E-01
    420      1      1  -1.083995562E-01  -1.144715213E-02   1.090022985E-01
    421      1      1  -1.018711980E-01  -1.271998093E-02   1.026622565E-01
    422      1      1  -8.699370559E-02  -1.703545845E-02   8.864599065E-02
    423      1      1  -6.516970011E-02  -2.180652967E-02   6.872128163E-02
    424      1      1   3.526623347E-02  -1.901812439E-02   4.006739670E-02
    425      1      1   5.885961786E-02  -9.734548940E-03   5.965916574E-02
    426      1      1   5.669258549E-02  -8.624427236E-03   5.734483407E-02
    427      1      1   5.163432056E-02  -7.676878881E-03   5.220189201E-02
    428      1      1   4.592206964E-02  -8.055787871E-03   4.662330103E-02
    429      1      1   3.988354654E-02  -7.838062562E-03   4.064643292E-02
    430      1      1   3.560257527E-02  -8.539452956E-03   3.661236980E-02
    431      1      1   3.120061120E-02  -9.354587616E-03   3.257278694E-02
    432      1      1   2.751393027E-02  -1.025794065E-02   2.936395248E-02
    433      1      1   2.380696960E-02  -1.081635995E-02   2.614890904E-02
    434      1      1   2.016988872E-02  -1.192737769E-02   2.343260015E-02
    435      1      1   1.671864502E-02  -1.197056642E-02   2.056228469E-02
    436      1      1   1.323739683E-02  -9.585305093E-03   1.634340076E-02
    437      1      1   1.247078677E-02   2.795211192E-03   1.278020846E-02
    438      1      1   1.373402980E-02   1.155591894E-02   1.794889515E-02
    439      1      1   1.602248715E-02   1.202205868E-02   2.003122536E-02
    440      1      1   1.884045949E-02   1.130847089E-02   2.197372130E-02
    441      1      1   2.121313787E-02   1.121525300E-02   2.399539786E-02
    442      1      1   2.394462999E-02   1.057224203E-02   2.617475132E-02
    443      1      1   2.731877923E-02   1.004173491E-02   2.910587807E-02
    444      1      1   3.145339170E-02   9.830850276E-03   3.295392945E-02
    445      1      1   3.627156721E-02   1.004021333E-02   3.763552141E-02
    446      1      1   4.207068468E-02   9.674839965E-03   4.316879704E-02
    447      1      1   4.856249797E-02   9.828364123E-03   4.954707813E-02
    448      1      1   5.517601134E-02   1.063160543E-02   5.619095356E-02
    449      1      1   6.266858297E-02   1.167257221E-02   6.374637427E-02
    450      1      1   6.793510102E-02   1.452086880E-02   6.946965943E-02
    451      1      1   7.123454705E-02   1.909806455E-02   7.375023229E-02
    452      1      1   5.265918896E-02   2.564902282E-02   5.857356531E-02
    453      1      1  -4.317493210E-02   1.947747035E-02   4.736503576E-02
    454      1      1  -1.036330342E-01   1.813774782E-03   1.036489053E-01
    455      1      1  -1.123741683E-01  -3.368116433E-03   1.124246321E-01
    456      1      1  -1.138310920E-01  -4.567906129E-03   1.139227074E-01
    457      1      1  -1.117734637E-01  -4.679471675E-03   1.118713754E-01
    458      1      1  -1.059645143E-01  -4.257637131E-03   1.060500154E-01
    459      1      1  -9.799428202E-02  -4.212728537E-03   9.808479184E-02
    460      1      1  -8.865579630E-02  -3.829503585E-03   8.873846582E-02
    461      1      1  -7.873395210E-02  -3.444238528E-03   7.880925067E-02
    462      1      1  -6.891155069E-02  -2.866449334E-03   6.897114143E-02
    463      1      1  -5.967082479E-02  -2.342337093E-03   5.971678051E-02
    464      1      1  -5.104610278E-02  -1.853018295E-03   5.107972480E-02
    465      1      1  -4.340703312E-02  -1.681422583E-03   4.343958686E-02
    466      1      1  -3.683811189E-02  -1.245513974E-03   3.685916159E-02
    467      1      1  -3.125482814E-02  -1.043789728E-03   3.127225255E-02
    468      1      1  -2.687043355E-02  -7.929264682E-04   2.688213034E-02
    469      1      1  -2.324281867E-02  -5.643536585E-04   2.324966913E-02
    470      1      1  -2.026251391E-02  -2.569458917E-04   2.026414299E-02
    471      1      1  -1.779544387E-02  -1.196534650E-04   1.779584613E-02
    472      1      1  -1.574815640E-02  -2.521462901E-04   1.575017484E-02
    473      1      1  -1.405176758E-02  -2.239107394E-04   1.405355145E-02
    474      1      1  -1.259313944E-02  -2.111718070E-04   1.259490986E-02
    475      1      1  -1.135071534E-02  -2.039291232E-04   1.135254711E-02
    476      1      1  -1.029275957E-02  -1.168649447E-04   1.029342299E-02
    477      1      1  -9.373576047E-03  -7.599315977E-05   9.373884087E-03
    478      1      1  -8.704371606E-03  -6.421562644E-05   8.704608475E-03
    479      1      1  -8.120266878E-03  -3.837788960E-05   8.120357568E-03
    480      1      1  -7.601767567E-03  -1.672477909E-05   7.601785965E-03
    481      1      1  -7.132774212E-03   2.265943219E-05   7.132810204E-03
    482      1      1  -6.694663327E-03   6.753906321E-05   6.695004002E-03
    483      1      1  -6.277517005E-03   3.044985509E-05   6.277590855E-03
    484      1      1  -5.892294128E-03  -1.994447046E-05   5.892327882E-03
    485      1      1  -5.467946213E-03   3.004274848E-05   5.468028745E-03
    486      1      1  -5.647231561E-03  -6.218722840E-04   5.681368623E-03
    487      1      1  -6.121888075E-03  -6.806684017E-04   6.159612251E-03
    488      1      1  -6.557926387E-03  -7.537512339E-04   6.601101380E-03
    489      1      1  -6.998889970E-03  -7.815669044E-04   7.042393602E-03
    490      1      1  -7.416121930E-03  -7.853004705E-04   7.457584147E-03
    491      1      1  -7.850212023E-03  -8.234993243E-04   7.893287018E-03
    492      1      1  -8.307469723E-03  -9.810142655E-04   8.365192298E-03
    493      1      1  -8.825513659E-03  -1.036304345E-03   8.886147537E-03
    494      1      1  -9.404268539E-03  -1.137390813E-03   9.472799196E-03
    495      1      1  -1.017556523E-02  -1.149624941E-03   1.024030104E-02
    496      1      1  -1.104518955E-02  -1.202958588E-03   1.111050501E-02
    497      1      1  -1.204458500E-02  -1.366391188E-03   1.212184197E-02
    498      1      1  -1.322224143E-02  -1.469711001E-03   1.330367314E-02
    499      1      1  -1.462126191E-02  -1.567287798E-03   1.470502264E-02
    500      1      1  -1.635968983E-02  -1.769623346E-03   1.645512133E-02
    501      1      1  -1.845318203E-02  -2.092104588E-03   1.857139814E-02
    502      1      1  -2.100883360E-02  -2.376375422E-03   2.114280609E-02
    503      1      1  -2.415434676E-02  -2.769808416E-03   2.431263676E-02
    504      1      1  -2.804590578E-02  -3.233530658E-03   2.823169409E-02
    505      1      1  -3.298947605E-02  -3.868187290E-03   3.321548438E-02
    506      1      1  -3.902570021E-02  -4.438340137E-03   3.927727256E-02
    507      1      1  -4.627764106E-02  -5.185534693E-03   4.656726137E-02
    508      1      1  -5.482637884E-02  -5.888989675E-03   5.514174477E-02
    509      1      1  -6.452260724E-02  -6.893806524E-03   6.488984060E-02
    510      1      1  -7.540091688E-02  -8.299540005E-03   7.585631570E-02
    511      1      1  -8.675110511E-02  -8.740786436E-03   8.719034112E-02
    512      1      1  -9.762375060E-02  -9.986791066E-03   9.813323941E-02
    513      1      1  -1.072283888E-01  -1.067275181E-02   1.077582247E-01
    514      1      1  -1.147071904E-01  -1.115285663E-02   1.152481051E-01
    515      1      1  -1.184630416E-01  -1.148792375E-02   1.190187574E-01
    516      1      1  -1.189982530E-01  -1.154404245E-02   1.195568866E-01
    517      1      1  -1.160387352E-01  -1.221933710E-02   1.166803336E-01
    518      1      1  -1.100007097E-01  -1.299266261E-02   1.107653620E-01
    519      1      1  -9.956444156E-02  -1.658086603E-02   1.009356386E-01
    520      1      1  -6.657766669E-02  -2.694679433E-02   7.182419806E-02
    521      1      1   4.487627204E-02  -2.040104877E-02   4.929586781E-02
    522      1      1   6.321228827E-02  -1.220394539E-02   6.437957496E-02
    523      1      1   6.051460482E-02  -9.395540202E-03   6.123964053E-02
    524      1      1   5.567826443E-02  -7.992307918E-03   5.624896546E-02
    525      1      1   4.623195110E-02  -9.289645125E-03   4.715602622E-02
    526      1      1   4.280406486E-02  -9.097034995E-03   4.376007328E-02
    527      1      1   3.869539724E-02  -9.127785627E-03   3.975739224E-02
    528      1      1   3.401458297E-02  -1.022081002E-02   3.551699328E-02
    529      1      1   2.908440800E-02  -1.083315721E-02   3.103643156E-02
    530      1      1   2.534245070E-02  -1.127774082E-02   2.773855161E-02
    531      1      1   2.161221377E-02  -1.195294476E-02   2.469738190E-02
    532      1      1   1.730146069E-02  -1.035021273E-02   2.016103781E-02
    533      1      1   1.380986615E-02  -9.911254973E-03   1.699839340E-02
    534      1      1   1.198787119E-02   2.680509250E-03   1.228389944E-02
    535      1      1   1.347617706E-02   1.415341448E-02   1.954293964E-02
    536      1      1   1.727121177E-02   1.363222123E-02   2.200300461E-02
    537      1      1   2.038996581E-02   1.287398400E-02   2.411410728E-02
    538      1      1   2.352943039E-02   1.153485886E-02   2.620471452E-02
    539      1      1   2.667908475E-02   1.041419310E-02   2.863964003E-02
    540      1      1   3.044167275E-02   1.053980999E-02   3.221464006E-02
    541      1      1   3.510672141E-02   1.019331085E-02   3.655660644E-02
    542      1      1   4.046541133E-02   1.047032381E-02   4.179805252E-02
    543      1      1   4.674829959E-02   1.082995157E-02   4.798636646E-02
    544      1      1   5.410513550E-02   1.077897345E-02   5.516839635E-02
    545      1      1   6.119003254E-02   1.207186399E-02   6.236946354E-02
    546      1      1   6.907365761E-02   1.285238427E-02   7.025919126E-02
    547      1      1   7.670219986E-02   1.521919510E-02   7.819751507E-02
    548      1      1   7.793124939E-02   2.252119536E-02   8.112018165E-02
    549      1      1   8.209551577E-02   2.379309646E-02   8.547388577E-02
    550      1      1  -4.517067749E-02   2.961135222E-02   5.401131627E-02
    551      1      1  -1.137993375E-01   1.714704218E-03   1.138122552E-01
    552      1      1  -1.206089695E-01  -4.241160003E-03   1.206835157E-01
    553      1      1  -1.213322187E-01  -4.581005224E-03   1.214186679E-01
    554      1      1  -1.187496199E-01  -4.826658511E-03   1.188476708E-01
    555      1      1  -1.124762029E-01  -4.538292764E-03   1.125677233E-01
    556      1      1  -1.040764433E-01  -4.063804063E-03   1.041557514E-01
    557      1      1  -9.422776097E-02  -3.750317408E-03   9.430236380E-02
    558      1      1  -8.377371367E-02  -3.243666324E-03   8.383648653E-02
    559      1      1  -7.338584062E-02  -2.865603831E-03   7.344176801E-02
    560      1      1  -6.334933278E-02  -2.313277404E-03   6.339155477E-02
    561      1      1  -5.419384467E-02  -1.862515227E-03   5.422584036E-02
    562      1      1  -4.608497938E-02  -1.690981019E-03   4.611599225E-02
    563      1      1  -3.910973963E-02  -1.273824675E-03   3.913047870E-02
    564      1      1  -3.317687591E-02  -1.087103107E-03   3.319468162E-02
    565      1      1  -2.849016233E-02  -8.829578967E-04   2.850384122E-02
    566      1      1  -2.461942401E-02  -5.261613049E-04   2.462504588E-02
    567      1      1  -2.143308497E-02  -2.837154812E-04   2.143496270E-02
    568      1      1  -1.879925889E-02  -2.858306252E-04   1.880143170E-02
    569      1      1  -1.662805195E-02  -2.762828058E-04   1.663034708E-02
    570      1      1  -1.477817096E-02  -2.571599551E-04   1.478040825E-02
    571      1      1  -1.322372476E-02  -2.207305384E-04   1.322556685E-02
    572      1      1  -1.190658548E-02  -1.759722505E-04   1.190788580E-02
    573      1      1  -1.078159679E-02  -4.778149223E-06   1.078159785E-02
    574      1      1  -9.802127137E-03  -6.265241992E-05   9.802327363E-03
    575      1      1  -9.078270228E-03  -1.058716062E-04   9.078887550E-03
    576      1      1  -8.445451497E-03  -1.082510941E-04   8.446145233E-03
    577      1      1  -7.887430353E-03  -1.756094265E-05   7.887449902E-03
    578      1      1  -7.379028645E-03  -1.049050617E-05   7.379036102E-03
    579      1      1  -6.907109914E-03   1.387514447E-05   6.907123850E-03
    580      1      1  -6.490880896E-03  -1.157083805E-05   6.490891209E-03
    581      1      1  -6.074278927E-03  -2.939840855E-05   6.074350068E-03
    582      1      1  -5.619345383E-03   5.825541466E-05   5.619647340E-03
    583      1      1  -5.812433140E-03  -6.234920091E-04   5.845778074E-03
    584      1      1  -6.315502213E-03  -7.083513298E-04   6.355102659E-03
    585      1      1  -6.790644551E-03  -7.343960880E-04   6.830240920E-03
    586      1      1  -7.210449120E-03  -8.493082014E-04   7.260296201E-03
    587      1      1  -7.659752106E-03  -8.467481550E-04   7.706411926E-03
    588      1      1  -8.125037184E-03  -9.112159713E-04   8.175973569E-03
    589      1      1  -8.630385862E-03  -9.782058819E-04   8.685646026E-03
    590      1      1  -9.173813195E-03  -1.165546892E-03   9.247559035E-03
    591      1      1  -9.812264090E-03  -1.188355440E-03   9.883962526E-03
    592      1      1  -1.062993261E-02  -1.279900111E-03   1.070670872E-02
